:ID;journal:string
12650306;J. Integer Seq.
12650307;BMC Bioinform.
12650308;J. Comput. Networks Commun.
12650309;Int. J. Perform. Eng.
12650310;Math. Comput. For. Nat. Resour. Sci.
12650311;J. Reliab. Intell. Environ.
12650312;Datenschutz und Datensicherheit
12650313;Bull. ICA
12650314;Digit. Creativity
12650315;Intell. Tutoring Media
12650316;Eng. Lett.
12650317;Int. J. Aviat. Technol. Eng. Manag.
12650318;IBM J. Res. Dev.
12650319;IET Circuits Devices Syst.
12650320;Optim. Lett.
12650321;Int. J. Electron. Gov. Res.
12650322;Int. J. Open Source Softw. Process.
12650323;Inf. Technol. Dev.
12650324;J. Strateg. Inf. Syst.
12650325;Open J. Web Technol.
12650326;Array
12650327;J. Robotics Mechatronics
12650328;Distributed Comput.
12650329;Rev. Socionetwork Strateg.
12650330;Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.
12650331;ACM Trans. Web
12650332;Axioms
12650333;Intelligenza Artificiale
12650334;Int. J. Adult Vocat. Educ. Technol.
12650335;IISE Trans.
12650336;Int. J. Meas. Technol. Instrum. Eng.
12650337;IEEE Trans. Cogn. Commun. Netw.
12650338;Neural Parallel Sci. Comput.
12650339;IEEE Trans. Geosci. Remote. Sens.
12650340;IET Comput. Digit. Tech.
12650341;IEEE Trans. Netw. Sci. Eng.
12650342;Int. J. Approx. Reason.
12650343;Frontiers Bioinform.
12650344;Tech. Sci. Informatiques
12650345;Int. J. Adv. Oper. Manag.
12650346;Trans. Mach. Learn. Data Min.
12650347;Found. Trends Syst. Control.
12650348;Adv. Hum. Comput. Interact.
12650349;Symmetry
12650350;Hum. Comput. Interact.
12650351;SIAM J. Sci. Comput.
12650352;Comput. Graph.
12650353;Int. J. Cloud Comput.
12650354;Int. J. Control
12650355;IMPACT Comput. Sci. Eng.
12650356;Int. J. Gaming Comput. Mediat. Simulations
12650357;SIAM J. Discret. Math.
12650358;Adv. Robotics
12650359;J. Wirel. Mob. Networks Ubiquitous Comput. Dependable Appl.
12650360;Eur. J. Control
12650361;SIGMETRICS Perform. Evaluation Rev.
12650362;Mach. Transl.
12650363;Trans. Data Sci.
12650364;NeuroImage
12650365;Int. J. Knowl. Eng. Soft Data Paradigms
12650366;Int. J. Comput. Syst. Signals
12650367;Found. Trends Web Sci.
12650368;Pac. Asia J. Assoc. Inf. Syst.
12650369;Rundbr. GI Fachgr. 5 10 Informationssystem Archit.
12650370;Acta Informatica
12650371;Int. J. Adv. Intell. Paradigms
12650372;J. Graph Algorithms Appl.
12650373;J. Electron. Publ.
12650374;J. Frankl. Inst.
12650375;Autom. Softw. Eng.
12650376;IEEE Trans. Circuits Syst. I Regul. Pap.
12650377;Int. J. Humanit. Arts Comput.
12650378;J. Digit. Inf.
12650379;Dagstuhl Manifestos
12650380;SIGART Bull.
12650381;SIGART Newsl.
12650382;Intell.
12650383;Acta Numer.
12650384;J. Object Oriented Program.
12650385;Ann. Math. Artif. Intell.
12650386;Data
12650387;IEEE Robotics Autom. Lett.
12650388;J. Field Robotics
12650389;Int. J. Bioinform. Res. Appl.
12650390;IEEE Trans. Circuits Syst. II Express Briefs
12650391;Comput. Commun. Rev.
12650392;J. Softw. Maintenance Res. Pract.
12650393;J. Softw. Evol. Process.
12650394;SIAM J. Math. Anal.
12650395;Int. J. Inf. Syst. Supply Chain Manag.
12650396;CAAI Trans. Intell. Technol.
12650397;Int. J. Big Data Intell. Appl.
12650398;Queueing Syst. Theory Appl.
12650399;Int. J. Bifurc. Chaos
12650400;Electron. Commer. Res. Appl.
12650401;EURASIP J. Wirel. Commun. Netw.
12650402;Int. J. Nat. Comput. Res.
12650403;Comput. Ind.
12650404;Netw. Inf. Syst. J.
12650405;Int. J. Technol. Diffusion
12650406;IEEE Trans. Smart Grid
12650407;Int. J. High Perform. Comput. Appl.
12650408;EAI Endorsed Trans. Cloud Syst.
12650409;Int. J. Syst. Sci.
12650410;Scholarpedia
12650411;Comput. Geom.
12650412;Int. J. Inf. Syst. Chang. Manag.
12650413;IEEE Wirel. Commun. Lett.
12650414;ACM Trans. Comput. Hum. Interact.
12650415;SIGMOD Rec.
12650416;FDT Bull. ACM SIGFIDET SIGMOD
12650417;J. Instr. Level Parallelism
12650418;Frontiers Artif. Intell.
12650419;Appl. Comput. Intell. Soft Comput.
12650420;Int. J. Image Graph.
12650421;J. Am. Medical Informatics Assoc.
12650422;J. Electron. Commer. Res.
12650423;Int. J. Syst. Serv. Oriented Eng.
12650424;Discov. Internet Things
12650425;Informatics
12650426;Roars Trans.
12650427;Int. J. Knowl. Based Organ.
12650428;Formal Methods Syst. Des.
12650429;J. Multim. Inf. Syst.
12650430;IEEE/ACM Trans. Netw.
12650431;J. Control. Sci. Eng.
12650432;IEEE Signal Process. Lett.
12650433;Artif. Intell.
12650434;Internet Policy Rev.
12650435;IEEE Trans. Intell. Transp. Syst.
12650436;INFOR Inf. Syst. Oper. Res.
12650437;Brain Informatics
12650438;Artif. Intell. Medicine
12650439;Int. J. Innov. Digit. Econ.
12650440;Bull. Symb. Log.
12650441;MIS Q.
12650442;Int. J. Comput. Integr. Manuf.
12650443;Vis. Comput. Ind. Biomed. Art
12650444;Ethics Inf. Technol.
12650445;Bull. dInformatique Approfondie et Appl.
12650446;J. Spatial Inf. Sci.
12650447;Int. J. Digit. Multim. Broadcast.
12650448;Int. J. Comput. Commun. Control
12650449;Commun. Netw.
12650450;J. Chem. Inf. Comput. Sci.
12650451;J. Chem. Inf. Model.
12650452;IEEE Trans. Autom. Control.
12650453;Commun. Assoc. Inf. Syst.
12650454;CAIS
12650455;J. Real Time Image Process.
12650456;Integr. Comput. Aided Eng.
12650457;Comb.
12650458;J. Bank. Financial Technol.
12650459;Eng. Comput.
12650460;J. Soc. Comput.
12650461;PeerJ Comput. Sci.
12650462;Big Data
12650463;IEEE Trans. Cybern.
12650464;ACM SIGMOD Digit. Symp. Collect.
12650465;Int. J. Medical Informatics
12650466;Int. J. Appl. Logist.
12650467;Knowl. Inf. Syst.
12650468;SIAM J. Math. Data Sci.
12650469;Interact. Learn. Environ.
12650470;Algorithmic Finance
12650471;Int. J. Mob. Hum. Comput. Interact.
12650472;Math. Log. Q.
12650473;Behav. Inf. Technol.
12650474;Int. J. Parallel Program.
12650475;J. Commun. Networks
12650476;Int. J. Knowl. Syst. Sci.
12650477;Theory Biosci.
12650478;Wirel. Commun. Mob. Comput.
12650479;ACM J. Comput. Documentation
12650480;Commun. Stat. Simul. Comput.
12650481;CVGIP Image Underst.
12650482;Comput. Vis. Image Underst.
12650483;KSII Trans. Internet Inf. Syst.
12650484;J. Enterp. Inf. Manag.
12650485;Int. J. Space Based Situated Comput.
12650486;Int. J. Knowl. Web Intell.
12650487;Vis. Informatics
12650488;J. Comput. Phys.
12650489;Int. J. Comput. Sci. Appl.
12650490;Int. J. Hum. Cap. Inf. Technol. Prof.
12650491;Afr. J. Inf. Commun. Technol.
12650492;J. WSCG
12650493;Control. Cybern.
12650494;Found. Trends Comput. Graph. Vis.
12650495;Digit. Commun. Networks
12650496;Pervasive Mob. Comput.
12650497;Cogn. Sci.
12650498;Displays
12650499;First Monday
12650500;J. Autom. Lang. Comb.
12650501;Int. J. Comput. Vis. Image Process.
12650502;Neuromorph. Comput. Eng.
12650503;Telematics Informatics
12650504;Computer
12650505;Int. J. Comput. Assist. Lang. Learn. Teach.
12650506;INFORMS Trans. Educ.
12650507;Quantum Inf. Comput.
12650508;J. Intell. Syst.
12650509;Comput. Math. Appl.
12650510;IET Networks
12650511;IEEE Instrum. Meas. Mag.
12650512;Algorithmica
12650513;Int. J. Satell. Commun. Netw.
12650514;Atl. Mon.
12650515;Notre Dame J. Formal Log.
12650516;Int. J. Knowl. Eng. Data Min.
12650517;J. Inf. Process. Cybern.
12650518;J. Game Dev.
12650519;4OR
12650520;Eur. J. Comb.
12650521;Electron. J. Inf. Syst. Dev. Ctries.
12650522;Des. Codes Cryptogr.
12650523;Vietnam. J. Comput. Sci.
12650524;IEEE Trans. Computers
12650525;IEEE Trans. Electron. Comput.
12650526;IRE Trans. Electron. Comput.
12650527;Trans. I R E Prof. Group Electron. Comput.
12650528;LOG IN
12650529;SIGWEB Newsl.
12650530;Inf. Process. Manag.
12650531;Inf. Storage Retr.
12650532;EAI Endorsed Trans. Scalable Inf. Syst.
12650533;Artif. Intell. Rev.
12650534;IEEE J. Sel. Top. Signal Process.
12650535;J. Sel. Topics Signal Processing
12650536;J. Math. Log.
12650537;Lang. Linguistics Compass
12650538;J. Syst. Sci. Complex.
12650539;Wirel. Sens. Netw.
12650540;ACM SIGCSE Bull.
12650541;J. Vis. Lang. Sentient Syst.
12650542;J. Vis. Lang. Comput.
12650543;Theor. Comput. Sci.
12650544;NII Shonan Meet. Rep.
12650545;EURO J. Transp. Logist.
12650546;Comput. Lang. Syst. Struct.
12650547;Comput. Lang.
12650548;ACM SIGMOD Digit. Rev.
12650549;Int. J. IT Stand. Stand. Res.
12650550;IEEE Multim.
12650551;Comput. Electr. Eng.
12650552;ACM Trans. Speech Lang. Process.
12650553;Lit. Linguistic Comput.
12650554;Digit. Scholarsh. Humanit.
12650555;J. Philos. Log.
12650556;Int. J. Math. Math. Sci.
12650557;Comput. Math. Methods Medicine
12650558;World Wide Web J.
12650559;Int. J. Speech Technol.
12650560;ACM SIGSOFT Softw. Eng. Notes
12650561;Inf. Retr. J.
12650562;Inf. Retr.
12650563;Int. J. Funct. Informatics Pers. Medicine
12650564;IEEE Trans. Parallel Distributed Syst.
12650565;Oper. Res. Lett.
12650566;Enterp. Model. Inf. Syst. Archit. Int. J. Concept. Model.
12650567;Open J. Math. Optim.
12650568;J. Parallel Distributed Comput.
12650569;IEEE Trans. Computational Imaging
12650570;J. Sens. Actuator Networks
12650571;J. Digit. Inf. Manag.
12650572;EURASIP J. Image Video Process.
12650573;Computación y Sistemas
12650574;Secur. Priv.
12650575;IEEE Trans. Cogn. Dev. Syst.
12650576;IEEE Trans. Auton. Ment. Dev.
12650577;J. High Speed Networks
12650578;IEEE Trans. Circuits Syst. Video Technol.
12650579;Int. J. Technol. Educ. Mark.
12650580;Microprocess. Microsystems
12650581;Microprocess.
12650582;Swarm Intell.
12650583;Inf.
12650584;Comput. Stat.
12650585;Comput. Stand. Interfaces
12650586;J. Satisf. Boolean Model. Comput.
12650587;Comput. Sci. Rev.
12650588;Educ. Inf. Technol.
12650589;IEEE Trans. Netw. Serv. Manag.
12650590;J. Comput. Syst. Sci.
12650591;Int. J. Metaheuristics
12650592;ACM Trans. Inf. Syst.
12650593;SIAM/ASA J. Uncertain. Quantification
12650594;IEEE Trans. Syst. Man Cybern. Part B
12650595;IEEE Trans. Syst. Man Cybern.
12650596;IEEE Trans. Syst. Man Cybern. Part A
12650597;IEEE Trans. Syst. Man Cybern. Part C
12650598;IEEE Trans. Syst. Man Cybern. Syst.
12650599;J. Intell. Manuf.
12650600;Comput. Geosci.
12650601;Int. J. Intell. Inf. Database Syst.
12650602;SIAM Rev.
12650603;Int. J. Serv. Technol. Manag.
12650604;Int. J. Intell. Transp. Syst. Res.
12650605;Briefings Bioinform.
12650606;Database J. Biol. Databases Curation
12650607;Int. J. Inf. Commun. Technol. Hum. Dev.
12650608;IEEE Trans. Games
12650609;IEEE Trans. Comput. Intell. AI Games
12650610;J. Cell. Autom.
12650611;Exp. Math.
12650612;Netw. Protoc. Algorithms
12650613;J. Artif. Gen. Intell.
12650614;Neue Einsichten eines Informatikers von geringem Verstande
12650615;Mach. Learn.
12650616;IEEE J. Sel. Areas Inf. Theory
12650617;Presence Teleoperators Virtual Environ.
12650618;J. Funct. Log. Program.
12650619;Int. J. Geogr. Inf. Sci.
12650620;J. Database Manag.
12650621;Parallel Comput.
12650622;OR Insight
12650623;Annu. Rev. Control.
12650624;Int. J. Mob. Learn. Organisation
12650625;J. Appl. Math.
12650626;Int. J. IT Bus. Alignment Gov.
12650627;IEEE Syst. J.
12650628;J. Comput. Des. Eng.
12650629;Neural Comput.
12650630;Inf. Resour. Manag. J.
12650631;Comput. Animat. Virtual Worlds
12650632;J. Stat. Softw.
12650633;J. Circuits Syst. Comput.
12650634;Int. J. Artif. Intell. Tools
12650635;Int. J. Multim. Data Eng. Manag.
12650636;Electron. J. Graph Theory Appl.
12650637;Math. Methods Oper. Res.
12650638;ZOR Methods Model. Oper. Res.
12650639;Z. Oper. Research
12650640;Unternehmensforschung
12650641;Hum. Factors
12650642;Int. J. Wirel. Networks Broadband Technol.
12650643;Art Discret. Appl. Math.
12650644;Found. Trends Program. Lang.
12650645;IEEE Pervasive Comput.
12650646;Source Code Biol. Medicine
12650647;Open J. Semantic Web
12650648;Int. J. Data Min. Model. Manag.
12650649;Minds Mach.
12650650;AI Mag.
12650651;Comput. Vis. Media
12650652;Int. J. Soc. Humanist. Comput.
12650653;Nucleic Acids Res.
12650654;Micromachines
12650655;Int. J. Biomed. Imaging
12650656;Int. J. Bio Inspired Comput.
12650657;J. Digit. Imaging
12650658;IEEE Trans. Comput. Aided Des. Integr. Circuits Syst.
12650659;IPSJ Trans. Comput. Vis. Appl.
12650660;ACM J. Exp. Algorithmics
12650661;J. Open Source Softw.
12650662;Int. J. Granul. Comput. Rough Sets Intell. Syst.
12650663;Neurocomputing
12650664;Prod. Eng.
12650665;Int. J. Parallel Emergent Distributed Syst.
12650666;Parallel Algorithms Appl.
12650667;AKCE Int. J. Graphs Comb.
12650668;IEEE Commun. Surv. Tutorials
12650669;J. Electron. Commer. Organ.
12650670;Art Sci. Eng. Program.
12650671;J. Organ. End User Comput.
12650672;J. Rail Transp. Plan. Manag.
12650673;Inf. Syst. J.
12650674;Manuf. Serv. Oper. Manag.
12650675;ACM Trans. Intell. Syst. Technol.
12650676;J. Internet Serv. Inf. Secur.
12650677;Informatica Didact.
12650678;Big Data Cogn. Comput.
12650679;J. ACM
12650680;J. Artif. Intell. Res.
12650681;J. Informetrics
12650682;Int. J. Imaging Syst. Technol.
12650683;J. Appl. Probab.
12650684;IEEE Trans. Robotics
12650685;IEEE Trans. Robotics Autom.
12650686;IEEE J. Robotics Autom.
12650687;Int. J. Eng. Pedagog.
12650688;Acta Informatica Pragensia
12650689;ACM Trans. Archit. Code Optim.
12650690;Int. J. Comput. Math. Comput. Syst. Theory
12650691;Comput. Manag. Sci.
12650692;Electron. Colloquium Comput. Complex.
12650693;LOPLAS
12650694;Informatica (Slovenia)
12650695;Int. J. Netw. Comput.
12650696;Inf. Syst. Res.
12650697;IEEE Intell. Informatics Bull.
12650698;J. King Saud Univ. Comput. Inf. Sci.
12650699;IEEE Trans. Control. Syst. Technol.
12650700;Graphs Comb.
12650701;Serv. Oriented Comput. Appl.
12650702;IEEE J. Sel. Areas Commun.
12650703;Int. J. Radio Freq. Identif. Technol. Appl.
12650704;J. Comb. Theory, Ser. A
12650705;ACM Trans. Auton. Adapt. Syst.
12650706;Int. J. Circuit Theory Appl.
12650707;Ledger
12650708;Int. J. Ultra Wideband Commun. Syst.
12650709;Digit. Signal Process.
12650710;Program. Comput. Softw.
12650711;Object Oriented Syst.
12650712;Methods Log. Comput. Sci.
12650713;Intell. Data Anal.
12650714;Enterp. Inf. Syst.
12650715;Sci. China Inf. Sci.
12650716;Sci. China Ser. F Inf. Sci.
12650717;IxD&A
12650718;Frontiers Digit. Health
12650719;Educ. Inf.
12650720;SIAM J. Appl. Algebra Geom.
12650721;Hum. centric Comput. Inf. Sci.
12650722;Comput.
12650723;Program
12650724;Data Technol. Appl.
12650725;J. Discrete Algorithms
12650726;Stud Logica
12650727;J. Simulation
12650728;Spatial Cogn. Comput.
12650729;Adv. Data Anal. Classif.
12650730;ACM Trans. Interact. Intell. Syst.
12650731;Int. J. Electron. Bus.
12650732;IEEE Trans. Biomed. Circuits Syst.
12650733;Int. J. Syst. Assur. Eng. Manag.
12650734;Comput. Sci. Eng.
12650735;Int. J. Softw. Tools Technol. Transf.
12650736;IEEE Wirel. Commun.
12650737;IEEE Computer Graphics and Applications
12650738;Sustain. Comput. Informatics Syst.
12650739;Proc. Natl. Acad. Sci. USA
12650740;Int. J. Adv. Pervasive Ubiquitous Comput.
12650741;Concurr. Eng. Res. Appl.
12650742;Bioinform.
12650743;Comput. Appl. Biosci.
12650744;Int. J. Web Grid Serv.
12650745;Int. J. Digit. Crime Forensics
12650746;Eur. J. Law Technol.
12650747;J. Networks
12650748;Nat. Mach. Intell.
12650749;J. Netw. Syst. Manag.
12650750;Autom. Control. Comput. Sci.
12650751;EAI Endorsed Trans. Self Adapt. Syst.
12650752;J. Uncertain Syst.
12650753;Comput. Sci. J. Moldova
12650754;J. Electron. Test.
12650755;J. Formaliz. Reason.
12650756;Electron. Commun. Eur. Assoc. Softw. Sci. Technol.
12650757;Theory Comput. Syst.
12650758;Math. Syst. Theory
12650759;Bus. Process. Manag. J.
12650760;J. Multim. Process. Technol.
12650761;ACM Trans. Embed. Comput. Syst.
12650762;J. Assoc. Inf. Syst.
12650763;Int. J. Soc. Robotics
12650764;Int. J. Robotics Autom.
12650765;Int. J. Digit. Lit. Digit. Competence
12650766;IEEE Trans. Signal Inf. Process. over Networks
12650767;IEEE J. Sel. Top. Appl. Earth Obs. Remote. Sens.
12650768;Internet Res.
12650769;Int. J. Knowl. Soc. Res.
12650770;Int. J. Smart Educ. Urban Soc.
12650771;Found. Trends Theor. Comput. Sci.
12650772;Int. J. Inf. Retr. Res.
12650773;Int. J. Agric. Environ. Inf. Syst.
12650774;Int. J. Online Eng.
12650775;Int. J. Online Biomed. Eng.
12650776;Proces. del Leng. Natural
12650777;EURASIP J. Inf. Secur.
12650778;IEEE Trans. Software Eng.
12650779;Int. J. Big Data Intell.
12650780;ACM Trans. Appl. Percept.
12650781;EMISA Forum
12650782;Numerische Mathematik
12650783;Int. J. Pervasive Comput. Commun.
12650784;SIGecom Exch.
12650785;Libr. Trends
12650786;Adv. Intell. Syst.
12650787;Int. J. Monit. Surveillance Technol. Res.
12650788;Int. J. Semantic Comput.
12650789;Comput. Vis. Sci.
12650790;Int. J. Comput. Linguistics Chin. Lang. Process.
12650791;Int. J. Bus. Process. Integr. Manag.
12650792;J. Comput. Phys. X
12650793;Appl. Clin. Inform.
12650794;Trans. Assoc. Comput. Linguistics
12650795;EAI Endorsed Trans. e Bus.
12650796;Int. J. Comb. Optim. Probl. Informatics
12650797;Interfaces
12650798;INFORMS J. Appl. Anal.
12650799;Logica Universalis
12650800;Int. J. Inf. Commun. Technol.
12650801;Int. J. Knowl. Based Intell. Eng. Syst.
12650802;Int. J. Inf. Technol. Decis. Mak.
12650803;Rev. Colomb. de Computación
12650804;J. Locat. Based Serv.
12650805;SIAM J. Matrix Anal. Appl.
12650806;SIAM J. Algebraic Discret. Methods
12650807;IEEE Open J. Circuits Syst.
12650808;Supercomput. Front. Innov.
12650809;Int. J. Serv. Stand.
12650810;Wirel. Pers. Commun.
12650811;EAI Endorsed Trans. Creative Technol.
12650812;Int. J. Commun. Networks Inf. Secur.
12650813;Adv. Bioinformatics
12650814;Public Transp.
12650815;IEEE Trans. Inf. Theory
12650816;IRE Trans. Inf. Theory
12650817;Trans. IRE Prof. Group Inf. Theory
12650818;EAI Endorsed Trans. Security Safety
12650819;Int. J. Inf. Technol. Proj. Manag.
12650820;Internet High. Educ.
12650821;Int. J. E Politics
12650822;Int. J. Dependable Trust. Inf. Syst.
12650823;ACM J. Emerg. Technol. Comput. Syst.
12650824;Russ. Digit. Libr. J.
12650825;Open J. Databases
12650826;New Media Soc.
12650827;Informing Sci. Int. J. an Emerg. Transdiscipl.
12650828;Cartogr. Int. J. Geogr. Inf. Geovisualization
12650829;Connect. Sci.
12650830;EAI Endorsed Trans. Serious Games
12650831;Trans. Data Hiding Multim. Secur.
12650832;AStA Wirtschafts und Sozialstatistisches Arch.
12650833;Found. Trends Hum. Comput. Interact.
12650834;Sci.
12650835;Ind. Manag. Data Syst.
12650836;New Rev. Hypermedia Multim.
12650837;J. Knowl. Manag.
12650838;IEEE Trans. Vis. Comput. Graph.
12650839;J. Phonetics
12650840;Adv. Data Sci. Adapt. Anal.
12650841;Microelectron. J.
12650842;Proc. ACM Comput. Graph. Interact. Tech.
12650843;Int. J. Auton. Adapt. Commun. Syst.
12650844;Geo spatial Inf. Sci.
12650845;Poiesis Prax.
12650846;Artif. Life Robotics
12650847;IEEE Trans. Knowl. Data Eng.
12650848;J. Inf. Syst.
12650849;Int. J. Hum. Comput. Interact.
12650850;Int. J. Neural Syst.
12650851;J. Artif. Intell. Conscious.
12650852;J. Inf. Technol. Constr.
12650853;Leibniz Trans. Embed. Syst.
12650854;ACM Trans. Design Autom. Electr. Syst.
12650855;Comput. Appl. Eng. Educ.
12650856;Int. J. RF Technol. Res. Appl.
12650857;MMI Interakt.
12650858;ACM SIGMOD Anthology
12650859;Angew. Inform.
12650860;Wirtschaftsinf.
12650861;J. Comput. Res. Dev.
12650862;J. Membr. Comput.
12650863;J. Glob. Optim.
12650864;IEEE Trans. Consumer Electron.
12650865;Inf. Manag.
12650866;Trans. Rough Sets
12650867;Data Inf. Manag.
12650868;Int. J. Math. Model. Numer. Optimisation
12650869;Found. Trends Mach. Learn.
12650870;Eur. Trans. Telecommun.
12650871;Trans. Emerg. Telecommun. Technol.
12650872;Int. J. Intell. Eng. Informatics
12650873;IEEE Trans. Multim.
12650874;Int. J. Comput. Model. Algorithms Medicine
12650875;CoRR
12650876;Log. Methods Comput. Sci.
12650877;arXiv
12650878;J. Syst. Control. Eng.
12650879;Adv. Eng. Informatics
12650880;Artif. Intell. Eng.
12650881;Markup Lang.
12650882;Int. J. Comput. Sci. Educ. Sch.
12650883;IET Commun.
12650884;Adv. Multim.
12650885;Int. J. Ad Hoc Ubiquitous Comput.
12650886;Int. J. Inf. Technol. Syst. Approach
12650887;J. Netw. Intell.
12650888;Bull. IEEE Tech. Comm. Digit. Libr.
12650889;J. Numer. Cogn.
12650890;Prog. Artif. Intell.
12650891;J. Appl. Non Class. Logics
12650892;Publ.
12650893;Int. J. Electron. Commer.
12650894;Trans. Petri Nets Other Model. Concurr.
12650895;J. Big Data
12650896;Int. J. Oper. Res. Inf. Syst.
12650897;Comput. Linguistics
12650898;Am. J. Comput. Linguistics
12650899;Int. J. Hybrid Intell. Syst.
12650900;J. Netw. Comput. Appl.
12650901;Australas. J. Inf. Syst.
12650902;Decis. Sci.
12650903;Memetic Comput.
12650904;IGTR
12650905;Int. J. Artif. Intell. Soft Comput.
12650906;J. Web Eng.
12650907;IEEE Trans. Affect. Comput.
12650908;Soft Comput.
12650909;Swarm Evol. Comput.
12650910;Hum. Comput.
12650911;Math. Model. Anal.
12650912;Int. J. Knowl. Learn.
12650913;J. Commun. Inf. Networks
12650914;Comput. Chem.
12650915;Comput. Biol. Chem.
12650916;ACM Comput. Surv.
12650917;Int. J. Multim. Inf. Retr.
12650918;Autom. Remote. Control.
12650919;ACM Trans. Cyber Phys. Syst.
12650920;AI Ethics
12650921;Int. J. Inf. Syst. Crisis Response Manag.
12650922;Appl. Soft Comput.
12650923;Frontiers Comput. Sci.
12650924;J. Web Semant.
12650925;Int. J. Inf. Technol. Manag.
12650926;J. Web Sci.
12650927;Inf. Syst. Manag.
12650928;Glottometrics
12650929;Bull. EATCS
12650930;J. Complex.
12650931;Pattern Anal. Appl.
12650932;Mob. Networks Appl.
12650933;Int. J. Gen. Syst.
12650934;J. Artif. Intell. Soft Comput. Res.
12650935;Int. Arab J. Inf. Technol.
12650936;Proc. VLDB Endow.
12650937;Data Qual.
12650938;Opt. Switch. Netw.
12650939;Nano Commun. Networks
12650940;IEEE Trans. Engineering Management
12650941;Complex Syst. Informatics Model. Q.
12650942;Math. Oper. Res.
12650943;Distributed Parallel Databases
12650944;J. Comput. Sci. Eng.
12650945;Int. J. Comput. Assist. Radiol. Surg.
12650946;Int. J. Artif. Intell. Mach. Learn.
